index_id	psalm_chapter	psalm_verse_start	psalm_verse_end	psalm_phrase_hebrew	psalm_phrase_normalized	phrase_length	prayer_id	liturgy_phrase_hebrew	liturgy_context	Actual prayer	source_text	sefaria_ref	nusach	prayer_type	occasion	service	section	prayer_name	first 200 char of hebrew text	sequence_order	liturgical_notes
9455	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	866	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: זָכְרֵֽנוּ לְחַיִּים מֶֽלֶךְ חָפֵץ בַּחַיִּים וְכָתְבֵֽנוּ בְּסֵֽפֶר הַחַיִּים לְמַעַנְךָ	Amidah	Machzor Rosh Hashanah Ashkenaz	Machzor Rosh Hashanah Ashkenaz, Musaf, First Day of Rosh Hashana, Amidah, Amidah	Ashkenaz	Machzor		Musaf	Amidah	Amidah	כִּי שֵׁם יְהֹוָה אֶקְרָא הָבוּ גֹֽדֶל לֵאלֹהֵֽינוּ: אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי י	10	Metadata only (depth=4, key=Amidah)
9456	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	867	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: מִסּוֹד חֲכָמִים וּנְבוֹנִים. וּמִלֶּֽמֶד דַּֽעַת מְבִינִים. אֶפְתְּחָה פִי בִּתְפִלָּה	Amidah	Machzor Rosh Hashanah Ashkenaz	Machzor Rosh Hashanah Ashkenaz, Musaf, First Day of Rosh Hashana, Reader's Repetition, Reader's Repetition	Ashkenaz	Machzor		Musaf		Reader's Repetition	אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב הָאֵל הַגָּדוֹל הַגִּבּוֹר וְ	11	Metadata only (depth=4, key=Reader's Repetition)
9457	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	877	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: זָכְרֵֽנוּ לְחַיִּים מֶֽלֶךְ חָפֵץ בַּחַיִּים וְכָתְבֵֽנוּ בְּסֵֽפֶר הַחַיִּים לְמַעַנְךָ	Amidah	Machzor Rosh Hashanah Ashkenaz	Machzor Rosh Hashanah Ashkenaz, Musaf, Second Day of Rosh Hashana, Amidah, Amidah	Ashkenaz	Machzor		Musaf	Amidah	Amidah	כִּי שֵׁם יְהֹוָה אֶקְרָא הָבוּ גֹֽדֶל לֵאלֹהֵֽינוּ: אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי י	11	Metadata only (depth=4, key=Amidah)
9458	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	878	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: זָכְרֵֽנוּ לְחַיִּים מֶֽלֶךְ חָפֵץ בַּחַיִּים וְכָתְבֵֽנוּ בְּסֵֽפֶר הַחַיִּים לְמַעַנְךָ	Amidah	Machzor Rosh Hashanah Ashkenaz	Machzor Rosh Hashanah Ashkenaz, Musaf, Second Day of Rosh Hashana, Reader's Repetition, Reader's Repetition	Ashkenaz	Machzor		Musaf		Reader's Repetition	אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב הָאֵל הַגָּדוֹל הַגִּבּוֹר וְ	12	Metadata only (depth=4, key=Reader's Repetition)
9459	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	890	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: זָכְרֵֽנוּ לְחַיִּים מֶֽלֶךְ חָפֵץ בַּחַיִּים וְכָתְבֵֽנוּ בְּסֵֽפֶר הַחַיִּים לְמַעַנְךָ	Amidah	Machzor Rosh Hashanah Ashkenaz	Machzor Rosh Hashanah Ashkenaz, Mincha, Amidah, Amidah	Ashkenaz	Machzor		Mincha	Amidah	Amidah	כִּי שֵׁם יְהֹוָה אֶקְרָא הָבוּ גֹֽדֶל לֵאלֹהֵֽינוּ: אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי יִצְחָ	12	Metadata only (depth=3, key=Amidah)
9460	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	901	לְמַֽעַן שְׁמוֹ	טוֹבִים, קוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵּי אָבוֹת, וּמֵבִיא גוֹאֵל֯ לִ֯בְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה. מֶֽלֶךְ עוֹזֵר וּמוֹשִׁיעַ וּמָגֵן. בָּרוּךְ אַתָּה יְהֹוָה, מָגֵן אַבְרָהָם:	Amidah	Machzor Rosh Hashanah Edot HaMizrach	Machzor Rosh Hashanah Edot HaMizrach, Mincha for Erev Rosh Hashana, Amidah, Amidah	Edot_HaMizrach	Machzor		Mincha	Amidah	Amidah	אֲדֹנָי, שְׂפָתַי תִּפְתָּח, וּפִי יַגִּיד תְּהִלָּתֶֽךָ: בָּרוּךְ אַתָּה יְהֹוָה, אֱלֹהֵינוּ וֵאלֹהֵי אֲבוֹתֵינוּ, אֱלֹהֵי אַבְרָהָם, אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב, הָאֵל הַגָּדוֹל הַגִּבּוֹר וְהַ	5	Metadata only (depth=3, key=Amidah)
9461	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	906	לְמַֽעַן שְׁמוֹ	טוֹבִים, קוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵּי אָבוֹת, וּמֵבִיא גוֹאֵל֯ לִ֯בְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה. זָכְרֵנוּ לְחַיִּים, מֶֽלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵנוּ בְּסֵפֶר חַיִּים, לְמַעֲנָךְ	Amidah	Machzor Rosh Hashanah Edot HaMizrach	Machzor Rosh Hashanah Edot HaMizrach, Arvit, Amidah, Amidah	Edot_HaMizrach	Machzor		Maariv	Amidah	Amidah	אֲדֹנָי, שְׂפָתַי תִּפְתָּח, וּפִי יַגִּיד תְּהִלָּתֶֽךָ: בָּרוּךְ אַתָּה יְהֹוָה, אֱלֹהֵינוּ וֵאלֹהֵי אֲבוֹתֵינוּ, אֱלֹהֵי אַבְרָהָם, אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב, הָאֵל הַגָּדוֹל הַגִּבּוֹר וְהַ	7	Metadata only (depth=3, key=Amidah)
9462	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	927	לְמַֽעַן שְׁמוֹ	טוֹבִים, קוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵּי אָבוֹת, וּמֵבִיא גוֹאֵל֯ לִ֯בְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה. זָכְרֵנוּ לְחַיִּים, מֶֽלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵנוּ בְּסֵפֶר חַיִּים, לְמַעֲנָךְ	Amidah	Machzor Rosh Hashanah Edot HaMizrach	Machzor Rosh Hashanah Edot HaMizrach, Shacharit, Amidah, Amidah	Edot_HaMizrach	Machzor		Shacharit	Amidah	Amidah	אֲדֹנָי, שְׂפָתַי תִּפְתָּח, וּפִי יַגִּיד תְּהִלָּתֶֽךָ: בשבת יכוין לקבל תוספת רוח יתירה דבחינת היום בָּרוּךְ אַתָּה יְהֹוָה, אֱלֹהֵינוּ וֵאלֹהֵי אֲבוֹתֵינוּ, אֱלֹהֵי אַבְרָהָם, אֱלֹהֵי יִצְחָק וֵאלֹ	24	Metadata only (depth=3, key=Amidah)
9464	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	939	לְמַֽעַן שְׁמוֹ	קוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵּי אָבוֹת, וּמֵבִיא גוֹאֵל֯ לִ֯בְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה. זָכְרֵנוּ לְחַיִּים, מֶֽלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵנוּ בְּסֵפֶר חַיִּים, לְמַעֲנָךְ אֱלֹהִים	Amidah	Machzor Rosh Hashanah Edot HaMizrach	Machzor Rosh Hashanah Edot HaMizrach, Musaf, Musaf	Edot_HaMizrach	Machzor		Musaf		Musaf	ביום ראשון של ראש־השנה יש נוהגים לומר פסוקים אלו לפני מוסף: לְעוֹלָם יְהֹוָה יאהדונהי, דְּבָרְךָ נִצָּב בַּשָּׁמָיִם: לְדֹר וָדֹר אֱמוּנָתֶֽךָ, כּוֹנַנְתָּ אֶרֶץ וַתַּֽעֲמֹד: לְמִשְׁפָּטֶֽיךָ עָֽמְדוּ	22	Metadata only (depth=2, key=Musaf)
9465	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	943	לְמַֽעַן שְׁמוֹ	טוֹבִים, קוֹנֵה הַכֹּל, וְזוֹכֵר חַסְדֵּי אָבוֹת, וּמֵבִיא גוֹאֵל֯ לִ֯בְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה. זָכְרֵנוּ לְחַיִּים, מֶֽלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵנוּ בְּסֵפֶר חַיִּים, לְמַעֲנָךְ	Amidah	Machzor Rosh Hashanah Edot HaMizrach	Machzor Rosh Hashanah Edot HaMizrach, Mincha, Amidah, Amidah	Edot_HaMizrach	Machzor		Mincha	Amidah	Amidah	אֲדֹנָי, שְׂפָתַי תִּפְתָּח, וּפִי יַגִּיד תְּהִלָּתֶֽךָ: בָּרוּךְ אַתָּה יְהֹוָה, אֱלֹהֵינוּ וֵאלֹהֵי אֲבוֹתֵינוּ, אֱלֹהֵי אַבְרָהָם, אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב, הָאֵל הַגָּדוֹל הַגִּבּוֹר וְהַ	26	Metadata only (depth=3, key=Amidah)
9466	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	947	לְמַֽעַן שְׁמוֹ	גוֹאֵל֯ לִ֯בְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה. זָכְרֵנוּ לְחַיִּים, מֶֽלֶךְ חָפֵץ בַּחַיִּים, כָּתְבֵנוּ בְּסֵפֶר חַיִּים, לְמַעֲנָךְ אֱלֹהִים חַיִּים. מֶֽלֶךְ עוֹזֵר וּמוֹשִׁיעַ וּמָגֵן. בָּרוּךְ	Amidah	Machzor Rosh Hashanah Edot HaMizrach	Machzor Rosh Hashanah Edot HaMizrach, Arvit for Motzei Rosh Hashana, Arvit for Motzei Rosh Hashana	Edot_HaMizrach	Machzor		Maariv		Arvit for Motzei Rosh Hashana	לפני התפלה יאמר: לְשֵׁם יִחוּד קֻדְשָׁא בְּרִיךְ הוּא וּשְׁכִינְתֵּיהּ, בִּדְחִילוּ וּרְחִימוּ, וּרְחִימוּ וּדְחִילוּ, לְיַחֲדָא שֵׁם אוֹת יוּ"ד וְאוֹת הֵ"א בְּאוֹת וָא"ו וְאוֹת הֵ"א, בְּיִחוּדָא שְׁל	26	Metadata only (depth=2, key=Arvit for Motzei Rosh Hashana)
9467	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	951	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: זָכְרֵֽנוּ לְחַיִּים מֶֽלֶךְ חָפֵץ בַּחַיִּים וְכָתְבֵֽנוּ בְּסֵֽפֶר הַחַיִּים לְמַעַנְךָ	Amidah	Machzor Yom Kippur Ashkenaz	Machzor Yom Kippur Ashkenaz, Mincha Service for Erev Yom Kippur, Shemoneh Esrei, Shemoneh Esrei	Ashkenaz	Machzor	Yom_Kippur	Mincha	Amidah	Shemoneh Esrei	כִּי שֵׁם יְהֹוָה אֶקְרָא הָבוּ גֹֽדֶל לֵאלֹהֵֽינוּ: אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי י	2	Metadata only (depth=3, key=Shemoneh Esrei)
9468	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	959	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: זָכְרֵֽנוּ לְחַיִּים מֶֽלֶךְ חָפֵץ בַּחַיִּים וְכָתְבֵֽנוּ בְּסֵֽפֶר הַחַיִּים לְמַעַנְךָ	Amidah	Machzor Yom Kippur Ashkenaz	Machzor Yom Kippur Ashkenaz, Maariv Service for Yom Kippur Eve, Amidah, Amidah	Ashkenaz	Machzor	Yom_Kippur	Maariv	Amidah	Amidah	אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב הָאֵל הַגָּדוֹל הַגִּבּוֹר וְ	7	Metadata only (depth=3, key=Amidah)
9469	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	992	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: זָכְרֵֽנוּ לְחַיִּים מֶֽלֶךְ חָפֵץ בַּחַיִּים וְכָתְבֵֽנוּ בְּסֵֽפֶר הַחַיִּים לְמַעַנְךָ	Amidah	Machzor Yom Kippur Ashkenaz	Machzor Yom Kippur Ashkenaz, The Morning Prayers, Amidah, Amidah	Ashkenaz	Machzor		Shacharit	Amidah	Amidah	אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב הָאֵל הַגָּדוֹל הַגִּבּוֹר וְ	32	Metadata only (depth=3, key=Amidah)
9470	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	993	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: מִסּוֹד חֲכָמִים וּנְבוֹנִים. וּמִלֶּֽמֶד דַּֽעַת מְבִינִים. אֶפְתְּחָה פִי בִּתְפִלָּה	Amidah	Machzor Yom Kippur Ashkenaz	Machzor Yom Kippur Ashkenaz, The Morning Prayers, Reader's Repetition of the Amidah, Reader's Repetition of the Amidah	Ashkenaz	Machzor		Shacharit	Amidah	Reader's Repetition of the Amidah	אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב הָאֵל הַגָּדוֹל הַגִּבּוֹר וְ	33	Metadata only (depth=3, key=Reader's Repetition of the Amidah)
9471	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1008	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: זָכְרֵֽנוּ לְחַיִּים מֶֽלֶךְ חָפֵץ בַּחַיִּים וְכָתְבֵֽנוּ בְּסֵֽפֶר הַחַיִּים לְמַעַנְךָ	Amidah	Machzor Yom Kippur Ashkenaz	Machzor Yom Kippur Ashkenaz, Musaf for Yom Kippur, Shemoneh Esrei, Shemoneh Esrei	Ashkenaz	Machzor	Yom_Kippur	Musaf	Amidah	Shemoneh Esrei	כִּי שֵׁם יְהֹוָה אֶקְרָא הָבוּ גֹֽדֶל לֵאלֹהֵֽינוּ: אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי י	11	Metadata only (depth=3, key=Shemoneh Esrei)
9472	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1009	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: מִסּוֹד חֲכָמִים וּנְבוֹנִים. וּמִלֶּֽמֶד דַּֽעַת מְבִינִים. אֶפְתְּחָה פִי בִּתְפִלָּה	Amidah	Machzor Yom Kippur Ashkenaz	Machzor Yom Kippur Ashkenaz, Musaf for Yom Kippur, Reader's Repetition of the Amidah, Reader's Repetition of the Amidah	Ashkenaz	Machzor	Yom_Kippur	Musaf	Amidah	Reader's Repetition of the Amidah	אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב הָאֵל הַגָּדוֹל הַגִּבּוֹר וְ	12	Metadata only (depth=3, key=Reader's Repetition of the Amidah)
9473	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1017	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: זָכְרֵֽנוּ לְחַיִּים מֶֽלֶךְ חָפֵץ בַּחַיִּים וְכָתְבֵֽנוּ בְּסֵֽפֶר הַחַיִּים לְמַעַנְךָ	Amidah	Machzor Yom Kippur Ashkenaz	Machzor Yom Kippur Ashkenaz, Mincha, Amidah for Mincha, Amidah for Mincha	Ashkenaz	Machzor		Mincha	Amidah	Amidah for Mincha	כִּי שֵׁם יְהֹוָה אֶקְרָא הָבוּ גֹֽדֶל לֵאלֹהֵֽינוּ: אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי י	14	Metadata only (depth=3, key=Amidah for Mincha)
9474	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1018	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: מִסּוֹד חֲכָמִים וּנְבוֹנִים. וּמִלֶּֽמֶד דַּֽעַת מְבִינִים. אֶפְתְּחָה פִי בִּתְפִלָּה	Amidah	Machzor Yom Kippur Ashkenaz	Machzor Yom Kippur Ashkenaz, Mincha, Reader's Repetition of the Amidah, Reader's Repetition of the Amidah	Ashkenaz	Machzor		Mincha	Amidah	Reader's Repetition of the Amidah	אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב הָאֵל הַגָּדוֹל הַגִּבּוֹר וְ	15	Metadata only (depth=3, key=Reader's Repetition of the Amidah)
9475	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1023	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: זָכְרֵֽנוּ לְחַיִּים מֶֽלֶךְ חָפֵץ בַּחַיִּים וְחָתְמֵֽנוּ בְּסֵֽפֶר הַחַיִּים לְמַעַנְךָ	Amidah	Machzor Yom Kippur Ashkenaz	Machzor Yom Kippur Ashkenaz, Neilah; Concluding Service, Amidah for Neilah, Amidah for Neilah	Ashkenaz	Machzor		Neilah	Amidah	Amidah for Neilah	כִּי שֵׁם יְהֹוָה אֶקְרָא הָבוּ גֹֽדֶל לֵאלֹהֵֽינוּ: אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי י	13	Metadata only (depth=3, key=Amidah for Neilah)
9476	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1024	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: מִסּוֹד חֲכָמִים וּנְבוֹנִים. וּמִלֶּֽמֶד דַּֽעַת מְבִינִים. אֶפְתְּחָה פִי בִּתְפִלָּה	Amidah	Machzor Yom Kippur Ashkenaz	Machzor Yom Kippur Ashkenaz, Neilah; Concluding Service, Reader's Repetition of the Amidah, Reader's Repetition of the Amidah	Ashkenaz	Machzor		Neilah	Amidah	Reader's Repetition of the Amidah	אֲדֹנָי, שְׂפָתַי תִּפְתָּח וּפִי יַגִּיד תְּהִלָּתֶֽךָ: אבות בָּרוּךְ אַתָּה יְהֹוָה אֱלֹהֵֽינוּ וֵאלֹהֵי אֲבוֹתֵֽינוּ אֱלֹהֵי אַבְרָהָם אֱלֹהֵי יִצְחָק וֵאלֹהֵי יַעֲקֹב הָאֵל הַגָּדוֹל הַגִּבּוֹר וְ	14	Metadata only (depth=3, key=Reader's Repetition of the Amidah)
9477	23	3	3	לְמַ֣עַן שְׁמֽוֹ׃	למען שמו	2	1029	לְמַֽעַן שְׁמוֹ	טוֹבִים וְקוֹנֵה הַכֹּל וְזוֹכֵר חַסְדֵי אָבוֹת וּמֵבִיא גוֹאֵל לִבְנֵי בְנֵיהֶם לְמַֽעַן שְׁמוֹ בְּאַהֲבָה: מֶֽלֶךְ עוֹזֵר וּמוֹשִֽׁיעַ וּמָגֵן: בָּרוּךְ אַתָּה יְהֹוָה מָגֵן אַבְרָהָם:	Amidah	Machzor Yom Kippur Ashkenaz	Machzor Yom Kippur Ashkenaz, Motzei Yom Kippur, Motzei Yom Kippur	Ashkenaz	Machzor	Yom_Kippur			Motzei Yom Kippur	וְהוּא רַחוּם יְכַפֵּר עָו‍ֹן וְלֹא יַשְׁחִית וְהִרְבָּה לְהָשִׁיב אַפּוֹ וְלֹא יָעִיר כָּל חֲמָתוֹ: יְהֹוָה הוֹשִֽׁיעָה הַמֶּֽלֶךְ יַעֲנֵֽנוּ בְיוֹם קָרְאֵֽנוּ: בָּרְכוּ אֶת יְהֹוָה הַמְבֹרָךְ: בָּרו	13	Metadata only (depth=2, key=Motzei Yom Kippur)
